id;text;polarity
tA52;If by 'slickest' you mean fastest, I'm afraid that Enumerable.Repeat may be 20x slower than a for loop. See : So use Dotnetguy's SetAllValues() method.;neutral
tB315;I am currently using the following jQuery script to highlight rows in my table, and it works great! This works great for tables of data where each row is truly a new record, however, I have run into an issue where I have records that take up two rows of data and would like to modify the jQuery so it renders something like: How would I accomplish this in jQuery where I want every 3rd row to have a class of 'alt1' and every 4th row to have a class of 'alt2'? Thanks in advance!;positive
sA221;Check out Bruce Dunwiddie's excellent class. It provides really excellent information in the exception messages when you have this kind of mapping issue.;positive
sD578;Seconding Paco's question....;neutral
sA152;Is it possible to get a visitor flow associated with a given ga:transactionId through the Google Analytics API? There's limited availability in ga:landingPagePath, ga:secondPagePath, ga:exitPagePath and ga:pageDepth but a more complete path would be desirable Thanks!;neutral
sA76;Stu Nicholls's site has a lot of examples of how to do this without javascript. It's a really excellent resource.;positive
sD29;Hmm I fear I've opened a Pandora's box of higher maths! I'll see if I can understand any of those articles...;negative
tB249;You might be able to use an anti-CSRF token to achieve what you're after. This article explains it in more detail:;neutral
tB382;Ah - and if SHA-1 is so expensive that adding that salt will in fact cost the hacker years then it is also going to be so expensive that you'll probably be suffering to add to CC number 10,000. But you can always just test it vs your expected customer base size and see if it hurts of not.;negative
sC68;Also note: https://developer.mozilla.org/en/Using_the_Clipboard;neutral
tB292;+1 excellent question. Personally I'm starting to think that externals should never have been allowed to track the HEAD of other repositories. Always specifying the exact revision of the external is much safer.;positive
tA77;Excellent answer. This should be the selected answer.;positive
sD123;This is incredibly useful, thank you!;positive
sD518;Can I by any means get the elapsed time of the storyboard in Silverlight?;neutral
tC158;In Java, for example, the @Override annotation not only provides compile-time checking of an override but makes for excellent self-documenting code. I'm just looking for documentation (although if it's an indicator to some checker like pylint, that's a bonus). I can add a comment or docstring somewhere, but what is the idiomatic way to indicate an override in Python?;neutral
sD585;I think this'll be what I'm going to go with. I really hate dealing with XML files.;negative
sD574;I generally do it before importing anything. If you're worried that your module names might conflict with the Python stdlib names, then change your module names!;neutral
tC314;This looks really useful, thanks!;positive
tD249;I know its possible to convert an image to CS_GRAY using however, this is a chokepoint of my entire program. I need to do this often, on 800x600 pixel images and takes about 200-300ms for this operation to complete, on average. I know I can do this alot faster by using one for loop to loop through the image data and set it right away. The code above on the other hand constructs a brand new 800x600 BufferedImage that is gray scale. I would rather just transform the image I pass in. Does any one know how to do this with a for loop and given that the image is RGB color space?;neutral
