id;rating;benefits;side_effects
1077;5;After taking Effexor for several weeks, I felt decreased anxiety and generally more stability in my moods. This anti depressant wasn't a miracle drug but I think it did help make things easier to handle and, in general, neutralized most life experiences.;I don't recall any severe side effects other than occasional tinnitus. The more severe side effects became apparent after I began attempting to discontinue use of the medication. At that time, although I withdrew from the dosage in very small amounts over a long period, the tinnitus was quite pronounced, especially after any sudden head movements. I often felt dizzy for no reason.
3028;6;Calmed racing mind (caused by stress and depression) and allowed a restful night's sleep. Cleared the mind completely, did not dream at night, and did not wake during the night.;Difficulty waking up. Grogginess during the entire morning. Inability to clearly focus throughout the day, due to the grogginess. Increased frequency of migraines, in a person already subject to migraines.
778;8;Benefits of Naproxen helped with inflammation in the neck. Having a herniated disc the size of a plum impinged on a nerve for about a year and a half caused permanent nerve and muscle damage in the right arm. After surgery there was immediate relief however, because of the damage there are still issues with pain and inflammation. There are also still 2 bulging discs in the same area as the 2 herniated discs that were removed and replaced (i.e.) ACDF surgery.;At times there were stomach irritations as a result of Naproxen. It caused acid reflux to be moderate to severe at times. Taking with food helped and at other times it was necessary to take a medicine for the upset.
324;9;Calm me down, helped me sleep, did not wake up a lot during the night, able to handle stressfull situations. This has be great taking at this time in my life, my dad died three years ago, my brother passed in October of 09 and my mom just moved in with me. I found that my antidepression pills were helping but sometime I just felt like I was going to jump out of my skin and take someone with me. This just took the edge off of everything and made things much easier to handle.;tired, sleepy, dry mouth, sometimes diarreha, not much of an appetite.
2264;4;depression reduced slightly;could no longer have orgasms
84;10;ALL SYMPTOMS SUBSIDED - SWOLLEN ANKLES, RESTLESS SLEEP, FEELING OVERHEATED/SENSITIVITY TO WARM TEMPERATURES, SHAKEY HANDS, SWOLLEN THYROID GLAND, HIGH THYROID LEVEL IN BLOOD TESTS, TIRED EYES, AND INCREASED APPETITE.;NONE.
4028;3;no visible benefits;Severly dry, flaky skin redness and sensitivity in the area burning and stinging intense itching
2696;1;Gabapentin worked extremely well for my leg neuropathy.A combination of Zyrtec and Veramyst works quite well for my allergies. Requip takes care of my restless legs which at times had me getting up and having to walk to relieve the discomfort. Baclofen helps with my spasticity. After taking amitriptyline I am able to go to sleep in an hour or so. As for the Copaxone who knows? I have had only one flare up since starting it.;The Detrol was horrible. My mouth was so dry my tongue literally stuck to the roof of my mouth making it difficult to speak. The Copaxone causes lumps and itching at the injection site.
2972;7;Niaspan helped reduce bad cholesterol and improve Triglycerides;occasional moderate to severe itching and flushing at night
1600;10;Xanax for me is particualy beneficial when either I need fast relief (one of the fastest acting benzodiazepines) or more in a social setting because it gives a more stimulating relaxation (i.e relaxes you but also enables you to be social compared to alternatives.);The only thing to be aware of with this drug is that it is very short acting so while it may be perfect for situational anxiety (e.g a speech, social event, dentist etc) its not a good idea for people with more generalised anxiety as its short acting nature may mean that people get rebound anxiety and then feel the need to dose again (can lead to dependance.)
